Exporter_ID,Industry,State,Revenue_Size_USD,lead_score
EXP_6012,Auto Parts,Rajasthan,57648262,23.915516697652524
EXP_9235,Textiles,Gujarat,17813579,47.83491420606752
EXP_7078,Auto Parts,Rajasthan,49375104,37.53927200823234
EXP_1914,Medical Devices,Tamil Nadu,5811322,27.205446669399315
EXP_8369,Machinery,Maharashtra,45936313,44.67697367422861
EXP_8316,Medical Devices,Telangana,3645194,55.97498268817316
EXP_6890,Solar,Haryana,36261760,50.71342914181286
EXP_5627,Textiles,Telangana,45737105,40.150376480906566
EXP_1263,Chemicals,Delhi,28614572,44.566186734899965
EXP_6406,Medical Devices,Telangana,73403689,53.03257243006022
EXP_2173,Pharmaceuticals,Karnataka,17026309,54.182092642553556
EXP_9339,Textiles,Karnataka,48693020,43.703932199791794
EXP_6198,Solar,Maharashtra,35815095,44.83376651191311
EXP_2963,Textiles,Karnataka,31350508,51.487961390211154
EXP_5610,Chemicals,Rajasthan,5282853,36.71401429867907
EXP_5059,Medical Devices,Maharashtra,42334533,35.509429603413494
EXP_1336,Chemicals,Punjab,36884982,27.396027876324652
EXP_1095,Medical Devices,Rajasthan,36841369,52.69834888148939
EXP_2257,Textiles,Rajasthan,33867040,42.7057454521414
EXP_7406,Machinery,Tamil Nadu,19663000,31.809143221227803
EXP_8365,IT Software,Delhi,9335999,37.566088964095364
EXP_3827,Pharmaceuticals,Gujarat,50043563,67.01598471688307
EXP_5704,Electronics,Rajasthan,68339027,54.485539774478234
EXP_9236,Medical Devices,Karnataka,78942899,39.76899131065783
EXP_1529,Pharmaceuticals,Haryana,14686493,30.39394125376577
EXP_4890,Auto Parts,Maharashtra,57585724,67.30877208786448
EXP_6801,Medical Devices,Tamil Nadu,46898100,37.20501817388988
EXP_7123,Electronics,Karnataka,14888746,29.903809561069593
EXP_7261,Engineering,Tamil Nadu,53805910,39.03924413966271
EXP_3533,Medical Devices,Rajasthan,67357501,47.88635184046268
EXP_3897,Medical Devices,Telangana,48892866,40.89970504819429
EXP_5245,Engineering,Delhi,20169917,50.597047273338866
EXP_9951,Solar,Punjab,74269115,25.256515326675977
EXP_4112,Pharmaceuticals,Gujarat,46553252,47.01738547647818
EXP_5898,Solar,Maharashtra,2027786,32.98983659477245
EXP_4488,Electronics,Rajasthan,75418448,18.038439920620046
EXP_4710,Solar,Karnataka,50538349,37.91695307001085
EXP_9621,Engineering,Haryana,26245795,46.91773464655298
EXP_8340,Electronics,Telangana,72783662,30.706378064976136
EXP_2740,Auto Parts,Punjab,63648266,65.4852959203522
EXP_6267,IT Software,Telangana,33050717,38.22918199701208
EXP_1117,Pharmaceuticals,Rajasthan,50121396,18.318371431655127
EXP_7195,Textiles,Tamil Nadu,63769478,57.72266926331609
EXP_5993,Machinery,Punjab,55057446,23.46701427719462
EXP_7325,Chemicals,Maharashtra,41735488,49.22017482453535
EXP_5557,Medical Devices,Tamil Nadu,37317287,53.4101327180339
EXP_1316,IT Software,Telangana,13375135,51.13545423508597
EXP_7767,Solar,Gujarat,45967212,56.488831725086996
EXP_5037,IT Software,Rajasthan,49912342,32.39892781597654
EXP_7152,Medical Devices,Delhi,69819912,33.603777040898436
EXP_5353,Auto Parts,Punjab,72027534,52.03844633527909
EXP_9888,Chemicals,Delhi,52875262,44.56146894169844
EXP_8027,Medical Devices,Karnataka,62376093,66.9838384593959
EXP_1429,IT Software,Rajasthan,65910220,56.4419419618292
EXP_8995,IT Software,Haryana,61970537,21.660536721165883
EXP_4149,Textiles,Haryana,77848073,5.106048952770506
EXP_1472,Machinery,Telangana,59061156,86.79016004424533
EXP_4131,Auto Parts,Karnataka,20357557,49.33486028866765
EXP_9638,Auto Parts,Telangana,732522,23.49749316013091
EXP_4267,IT Software,Karnataka,71288760,50.27199927945486
EXP_8004,Auto Parts,Haryana,40471693,30.028148933419025
EXP_1878,Machinery,Gujarat,68809159,61.86071505824935
EXP_8135,Medical Devices,Rajasthan,22876067,28.079109993302996
EXP_7551,Solar,Telangana,34583787,26.297496352026617
EXP_2221,Auto Parts,Tamil Nadu,49190614,53.04927888643225
EXP_8374,Machinery,Maharashtra,60765006,46.819417244250225
EXP_2249,Medical Devices,Maharashtra,54914642,68.42148153998208
EXP_3915,Pharmaceuticals,Delhi,15706411,46.98103123701623
EXP_8908,Auto Parts,Gujarat,52742495,53.72140636489934
EXP_3974,Machinery,Gujarat,44929281,37.072515888385894
EXP_1180,Solar,Punjab,17009991,51.27884828919923
EXP_2913,Solar,Gujarat,41825849,69.97653641461376
EXP_2885,Electronics,Gujarat,5457226,50.05006474129529
EXP_9839,IT Software,Maharashtra,26515662,41.21420376438796
EXP_9247,Chemicals,Karnataka,61657691,36.52378048564837
EXP_7297,Engineering,Haryana,61411460,36.2921778180612
EXP_6826,Medical Devices,Delhi,48610787,32.66008625744983
EXP_7581,Engineering,Gujarat,24440049,28.640101916844618
EXP_2396,Engineering,Rajasthan,39981461,53.3551193962498
EXP_6104,Solar,Karnataka,1181146,49.0975400144669
EXP_2696,Machinery,Maharashtra,12309182,42.48414206874056
EXP_9982,Pharmaceuticals,Karnataka,77026756,50.97070005117864
EXP_8476,Machinery,Telangana,55258757,48.07759968966226
EXP_1483,Chemicals,Telangana,24745280,55.654436315384345
EXP_5156,Chemicals,Karnataka,37797832,52.935155561256764
EXP_6630,IT Software,Telangana,18513263,27.659342761715326
EXP_7916,Machinery,Telangana,57269212,64.68624101064297
EXP_8802,Machinery,Rajasthan,3194794,58.29464902762117
EXP_1195,Medical Devices,Gujarat,45925537,36.96345808469439
EXP_5966,Engineering,Gujarat,1642468,48.608954545234454
EXP_6618,Auto Parts,Tamil Nadu,41494921,66.17276909195078
EXP_9431,Engineering,Rajasthan,62184496,45.05010292927245
EXP_1249,Textiles,Tamil Nadu,55229431,30.07411941758879
EXP_4325,IT Software,Tamil Nadu,63958923,35.552868028419304
EXP_9215,Auto Parts,Delhi,74066752,53.723956680361326
EXP_2511,Electronics,Karnataka,61572863,27.703385068935653
EXP_2187,IT Software,Haryana,34173591,43.47858104792686
EXP_9078,Medical Devices,Haryana,2889296,26.689914583995535
EXP_2015,Machinery,Rajasthan,51277637,47.52612229088835
EXP_8881,Chemicals,Telangana,47154496,44.60854843656015
EXP_1639,Textiles,Karnataka,15708288,68.20753374527462
EXP_5626,Electronics,Punjab,38972411,40.806946171923144
EXP_8280,Solar,Tamil Nadu,24888296,46.47430233443177
EXP_4511,Pharmaceuticals,Karnataka,25245861,67.28928416211481
EXP_1898,Auto Parts,Delhi,59562539,76.68788175321713
EXP_8778,IT Software,Telangana,46501681,30.592636154388842
EXP_2417,Auto Parts,Delhi,50520992,48.33077514568875
EXP_8185,Machinery,Haryana,78718211,64.38772454452781
EXP_4547,Solar,Telangana,66486319,60.80569831679126
EXP_9645,Auto Parts,Tamil Nadu,40516483,39.75861556355235
EXP_6500,Machinery,Gujarat,54657654,28.178021861425258
EXP_4527,Auto Parts,Tamil Nadu,35756348,38.398266306601734
EXP_4326,Engineering,Punjab,13217205,38.09269358609445
EXP_5639,Electronics,Haryana,25987617,40.71205559605243
EXP_5147,Electronics,Gujarat,70885544,12.136247090816662
EXP_1476,Machinery,Karnataka,44096799,34.00330327213344
EXP_8914,Electronics,Delhi,40870269,35.16877955549851
EXP_1462,Medical Devices,Telangana,27252837,48.110413912698476
EXP_6743,Pharmaceuticals,Delhi,26390869,58.23630950161993
EXP_7828,Electronics,Delhi,52696562,19.377160663188384
EXP_1268,Electronics,Gujarat,49239388,51.71403935268819
EXP_5106,Solar,Telangana,6027592,38.31410426585964
EXP_1989,IT Software,Punjab,530944,47.189789527023684
EXP_6905,Pharmaceuticals,Haryana,70787045,52.85035017832646
EXP_4195,Electronics,Rajasthan,24802064,49.71099047956161
EXP_2891,Medical Devices,Delhi,73058285,21.007903861751636
EXP_9810,Chemicals,Haryana,62687516,36.77732355385922
EXP_9629,Machinery,Delhi,30502819,56.570919920149144
EXP_4342,IT Software,Tamil Nadu,14157451,36.05624861092607
EXP_5965,Solar,Rajasthan,17961370,13.901292417138478
EXP_4254,Electronics,Rajasthan,26167667,32.989253736974
EXP_4642,IT Software,Delhi,25436285,35.59610789668114
EXP_9886,Textiles,Karnataka,66487146,49.7155932733493
EXP_9656,Auto Parts,Gujarat,54460778,18.79314163995741
EXP_8104,Medical Devices,Haryana,61658433,33.685394409802896
EXP_1828,Machinery,Haryana,52634313,44.417106781774294
EXP_1204,Chemicals,Maharashtra,72083022,59.42040771826984
EXP_8051,Chemicals,Maharashtra,24615795,48.68154566009534
EXP_8842,Medical Devices,Delhi,49496356,20.770521978641064
EXP_9507,Pharmaceuticals,Telangana,54049487,44.323043539696506
EXP_7068,Chemicals,Rajasthan,47276418,51.017932443271455
EXP_9004,Pharmaceuticals,Karnataka,16799585,35.19123460869075
EXP_9817,Engineering,Telangana,53498238,25.532895212971468
EXP_5439,Medical Devices,Rajasthan,28730279,19.83784182468758
EXP_9038,Engineering,Haryana,38263276,63.37058611966998
EXP_6695,IT Software,Punjab,22870015,62.77382009759047
EXP_4663,Engineering,Gujarat,43682866,35.63199470665354
EXP_6047,Electronics,Haryana,41277413,49.26340289232789
EXP_3372,Medical Devices,Maharashtra,62949750,21.32021872678666
EXP_7280,Medical Devices,Maharashtra,74447125,52.86565470333776
EXP_5295,IT Software,Haryana,54914860,46.64749825322691
EXP_5809,Electronics,Maharashtra,48943252,33.29482470828777
EXP_5029,Electronics,Haryana,26750923,59.95959692778874
EXP_6304,Chemicals,Maharashtra,21182898,42.420626636803995
EXP_6891,Auto Parts,Tamil Nadu,55517188,49.76450410978158
EXP_4936,Pharmaceuticals,Rajasthan,546964,77.20438439825672
EXP_7442,Auto Parts,Tamil Nadu,42240700,28.79330989353196
EXP_4977,Solar,Haryana,35496375,40.986080190385096
EXP_2693,Machinery,Delhi,39644098,40.54333180433154
EXP_9403,Medical Devices,Karnataka,6482563,54.32826037703977
EXP_4593,Medical Devices,Telangana,16810008,67.99725115269362
EXP_8838,IT Software,Karnataka,76109844,47.133286891030515
EXP_2303,Machinery,Rajasthan,53145394,47.168891844336805
EXP_1394,IT Software,Maharashtra,26167479,47.15892047376422
EXP_3328,Engineering,Maharashtra,38623103,29.782311453481412
EXP_7848,Chemicals,Gujarat,3931493,41.11074641656361
EXP_3855,Pharmaceuticals,Maharashtra,23014282,20.63480864009296
EXP_3760,Pharmaceuticals,Tamil Nadu,31078644,30.089072868233025
EXP_8593,Pharmaceuticals,Telangana,22352479,48.79943508825239
EXP_4858,Electronics,Gujarat,8047127,49.39440143360624
EXP_6044,Medical Devices,Haryana,9677457,39.43285732183017
EXP_4079,Pharmaceuticals,Tamil Nadu,5286928,33.83876604815127
EXP_4380,Auto Parts,Tamil Nadu,75172991,28.839618121435368
EXP_7683,Pharmaceuticals,Karnataka,50350502,48.32162817018939
EXP_4639,Auto Parts,Telangana,53151603,42.50195808473581
EXP_9733,Engineering,Punjab,25150669,17.184061525653586
EXP_2345,Machinery,Haryana,9839107,43.42081049577432
EXP_8615,Electronics,Tamil Nadu,56771625,25.937367333168975
EXP_3088,Pharmaceuticals,Maharashtra,28274957,58.18976147111981
EXP_9000,Medical Devices,Karnataka,41485742,71.85887453869599
EXP_6742,Pharmaceuticals,Punjab,33280478,46.948710113427275
EXP_5428,Pharmaceuticals,Karnataka,8394538,70.20721986109363
EXP_9837,IT Software,Tamil Nadu,22934984,33.949224870706345
EXP_7067,Textiles,Tamil Nadu,20509297,39.268942097948305
EXP_7683,Electronics,Rajasthan,54511519,57.40011398317634
EXP_7029,Textiles,Maharashtra,5161195,15.37248312479304
EXP_4066,Auto Parts,Telangana,28838577,49.58494787980307
EXP_9202,Textiles,Haryana,62406029,37.52836148381098
EXP_3249,Textiles,Karnataka,29569382,48.861312724944625
EXP_7739,Pharmaceuticals,Rajasthan,76752304,39.526824920484884
EXP_9890,Machinery,Maharashtra,29454284,21.295809634714853
EXP_7733,Medical Devices,Karnataka,76479559,46.780449646770386
EXP_3688,IT Software,Delhi,20163267,50.506068965797176
EXP_8768,IT Software,Punjab,44125445,49.049428577292915
EXP_2564,Machinery,Gujarat,76584050,23.313782512401886
EXP_8720,IT Software,Karnataka,77914363,61.034705346797104
EXP_6461,IT Software,Delhi,2548828,83.89051501134085
EXP_7032,Textiles,Gujarat,22463539,33.57383494729553
EXP_3579,Machinery,Delhi,32897483,50.52732749361556
EXP_3690,IT Software,Maharashtra,23860766,38.14495505661631
EXP_2554,Electronics,Rajasthan,52649734,11.367285639927664
EXP_3854,Chemicals,Tamil Nadu,30166095,17.508272992779496
EXP_3419,Electronics,Telangana,37410657,39.704391404684046
EXP_1002,Pharmaceuticals,Tamil Nadu,42198202,68.67320452159848
EXP_8891,Solar,Maharashtra,72415677,39.54127439900531
EXP_4805,Textiles,Delhi,49703367,62.59296800249986
EXP_5782,Electronics,Tamil Nadu,40346273,29.13687460679661
EXP_7164,IT Software,Karnataka,68179087,52.52702146263556
EXP_8744,Solar,Gujarat,23542691,27.92865362250469
EXP_5106,Pharmaceuticals,Gujarat,58846968,40.48286359505659
EXP_2338,IT Software,Tamil Nadu,10627186,8.330170440409798
EXP_5700,Engineering,Maharashtra,16741921,44.234383423112746
EXP_4522,Solar,Karnataka,38202729,39.57593204735156
EXP_6051,Pharmaceuticals,Haryana,3931659,44.6889439587631
EXP_1001,IT Software,Punjab,33293678,34.97657394106055
EXP_8205,IT Software,Haryana,25118891,40.713975809278736
EXP_8837,Textiles,Tamil Nadu,7378231,36.066415608614925
EXP_7980,Pharmaceuticals,Rajasthan,16069315,29.925642591896555
EXP_7030,Auto Parts,Punjab,32479205,42.008199579262424
EXP_7216,Chemicals,Maharashtra,40395318,17.38338806636672
EXP_4379,Medical Devices,Punjab,6205580,39.8108194875549
EXP_5301,Textiles,Tamil Nadu,9617712,39.13038243867405
EXP_5653,Electronics,Rajasthan,590510,84.05895989642603
EXP_3545,Medical Devices,Haryana,61614930,34.9988589629156
EXP_3836,IT Software,Telangana,65854984,33.73118029470798
EXP_6213,Textiles,Delhi,76706007,58.46050079922064
EXP_3811,Textiles,Delhi,32230107,58.09528750477473
EXP_1527,Auto Parts,Karnataka,53801454,39.55478511008918
EXP_8624,Solar,Maharashtra,74757757,46.730323148286615
EXP_1751,Auto Parts,Maharashtra,15251626,18.817660918676705
EXP_5924,Machinery,Delhi,45107818,27.54635778176343
EXP_7873,Auto Parts,Telangana,51425031,66.65911288515044
EXP_4392,Electronics,Delhi,73534857,75.31705776898994
EXP_4838,Medical Devices,Tamil Nadu,64369045,41.710475245224465
EXP_5247,Chemicals,Haryana,34291151,31.426100602212788
EXP_1735,Chemicals,Gujarat,8765768,37.3747647220648
EXP_9283,Auto Parts,Punjab,42653784,44.29278973050298
EXP_5289,Chemicals,Karnataka,52678276,33.80899667221664
EXP_9013,Auto Parts,Karnataka,40981935,48.247130235251426
EXP_8817,Solar,Rajasthan,69805158,64.6035761749691
EXP_3022,Pharmaceuticals,Haryana,36849687,63.20491660249555
EXP_6659,Electronics,Delhi,21491518,55.441069523389665
EXP_7582,Chemicals,Karnataka,79948754,36.35921714648535
EXP_4988,Machinery,Karnataka,72072198,38.7058850855254
EXP_3973,Electronics,Punjab,6734849,37.996941680933276
EXP_2818,IT Software,Rajasthan,57746574,74.56497489078681
EXP_1140,IT Software,Tamil Nadu,2773419,31.620655788297174
EXP_8138,Pharmaceuticals,Rajasthan,47829908,41.39881790988533
EXP_2050,Machinery,Haryana,17396893,44.74584307746199
EXP_6903,Chemicals,Tamil Nadu,36435595,35.64980452430305
EXP_6155,Chemicals,Rajasthan,51775025,43.3333846033599
EXP_1113,Textiles,Karnataka,10318124,49.92825355319914
EXP_7526,Electronics,Rajasthan,70590720,51.19591509193272
EXP_7697,Pharmaceuticals,Gujarat,61698572,70.2086172373881
EXP_7300,IT Software,Tamil Nadu,63628105,33.13663846779309
EXP_1682,Solar,Haryana,33430345,29.80324742850991
EXP_2384,Engineering,Maharashtra,34966210,31.67004617470622
EXP_6855,Textiles,Haryana,79416757,25.604006370922427
EXP_2439,Textiles,Gujarat,25455376,46.13930119957194
EXP_7662,Machinery,Haryana,58951074,42.57409504414538
EXP_4089,Machinery,Karnataka,20319518,33.69102006860119
EXP_9955,Electronics,Rajasthan,34844192,47.63310967943481
EXP_1982,Pharmaceuticals,Tamil Nadu,40103238,37.804195863310575
EXP_9577,Auto Parts,Karnataka,49581652,32.64271793832836
EXP_3259,Machinery,Rajasthan,39991166,27.413672138395263
EXP_7267,Solar,Rajasthan,76671221,49.702811837312716
EXP_8480,Engineering,Rajasthan,15510768,32.24473438749983
EXP_7325,Medical Devices,Gujarat,64911984,30.21239971890452
EXP_5414,IT Software,Delhi,45610005,51.31625744500256
EXP_9896,Machinery,Karnataka,78023636,38.07937165473775
EXP_1985,IT Software,Punjab,64525632,41.125429607360395
EXP_2407,Textiles,Telangana,42763198,60.05426108941659
EXP_5492,Pharmaceuticals,Telangana,38875610,52.272207586959205
EXP_5766,Machinery,Haryana,9846156,41.62014994055778
EXP_6007,Electronics,Rajasthan,12565696,39.1527484983892
EXP_1702,Electronics,Delhi,16049094,55.46869172963692
EXP_3121,Medical Devices,Punjab,56473093,35.7582350716
EXP_2125,Chemicals,Gujarat,60347283,49.40949153847406
EXP_3573,Medical Devices,Rajasthan,23184354,59.79898586703124
EXP_2381,Machinery,Punjab,71594011,41.713305556281576
EXP_9453,Solar,Maharashtra,32748709,34.89594885819772
EXP_1572,Auto Parts,Gujarat,60397035,67.82537315986035
EXP_9521,Medical Devices,Haryana,74726105,48.12471920065119
EXP_6192,Textiles,Punjab,10062666,54.32631110624781
EXP_8979,Medical Devices,Tamil Nadu,78261330,40.62166740086756
EXP_3604,Textiles,Rajasthan,2485757,47.4151302439447
EXP_2387,Engineering,Karnataka,45448789,40.08315902772351
EXP_5911,Engineering,Punjab,43311149,55.95613696762268
EXP_5892,Engineering,Haryana,23308642,38.359656264889495
EXP_6877,Medical Devices,Haryana,13624206,46.28466225013905
EXP_3360,Pharmaceuticals,Maharashtra,9243603,40.1732964279439
EXP_6110,Engineering,Telangana,32087022,54.54596674235322
EXP_6811,Pharmaceuticals,Delhi,41026250,57.87437126329088
EXP_4287,Engineering,Delhi,15504491,31.372025433431162
EXP_1967,Auto Parts,Gujarat,67478382,43.386055169193384
EXP_5380,Auto Parts,Punjab,59511974,45.4087423829989
EXP_6004,Engineering,Tamil Nadu,60781733,41.88395776906263
EXP_2479,Machinery,Karnataka,18117799,30.31181829961166
EXP_8597,Solar,Haryana,29845491,47.417854238515886
EXP_1162,Chemicals,Telangana,32305279,60.31816946839763
EXP_8395,Medical Devices,Haryana,49858578,42.244499137855115
EXP_1051,Solar,Delhi,53431248,43.51427235684277
EXP_4417,Machinery,Telangana,44250289,27.3814021467263
EXP_7729,Chemicals,Tamil Nadu,20516285,43.7443094654364
EXP_4591,Machinery,Gujarat,40420425,35.14770331726822
EXP_8769,Auto Parts,Telangana,23073572,46.96941748739104
EXP_4952,Pharmaceuticals,Delhi,39120091,23.47772141537259
EXP_3611,Machinery,Karnataka,10393829,65.40715539541185
EXP_6466,Machinery,Punjab,75092725,59.34931777813483
EXP_3599,Machinery,Tamil Nadu,19588738,56.470270458687644
EXP_4151,Solar,Tamil Nadu,6275555,24.49857493306342
EXP_7342,Electronics,Haryana,5574966,45.36815849828512
EXP_1051,Machinery,Rajasthan,12109363,54.44263954007488
EXP_8424,Medical Devices,Telangana,70526749,17.741356968632395
EXP_1178,Auto Parts,Rajasthan,22328697,48.44771111273422
EXP_8525,Engineering,Gujarat,18098535,63.62907242074296
EXP_7608,Medical Devices,Delhi,34446723,33.34009269294921
EXP_9439,IT Software,Haryana,23403209,26.69791846679596
EXP_2980,Chemicals,Tamil Nadu,9909473,59.01872077678087
EXP_2316,Medical Devices,Punjab,3975398,33.386411179216054
EXP_7854,Engineering,Telangana,78587527,37.8610546544427
EXP_4270,Solar,Maharashtra,1220973,15.899099656478139
EXP_6250,Pharmaceuticals,Tamil Nadu,41364756,30.682954365041727
EXP_7917,Engineering,Tamil Nadu,11418720,50.65498454318723
EXP_5089,Chemicals,Rajasthan,51307862,42.558443007305655
EXP_7446,Electronics,Tamil Nadu,51819452,26.647937893087697
EXP_1296,Auto Parts,Telangana,73412449,52.26721530705335
EXP_8173,Pharmaceuticals,Tamil Nadu,37808509,55.4123925653102
EXP_6740,IT Software,Maharashtra,11104780,48.43288070115649
EXP_5674,Textiles,Delhi,46773761,31.047725499728564
EXP_4645,Medical Devices,Maharashtra,34773298,49.422929838106064
EXP_6564,Machinery,Punjab,6225682,62.73269862671205
EXP_9893,Machinery,Karnataka,58701183,51.23605099319052
EXP_5608,Engineering,Gujarat,58138871,37.51709303405693
EXP_6213,Medical Devices,Delhi,35428307,62.76199046309866
EXP_1253,Auto Parts,Rajasthan,4070447,59.163505232619876
EXP_2462,Medical Devices,Karnataka,74115351,48.31486174867437
EXP_5760,Textiles,Delhi,20327729,31.705344151583116
EXP_4766,Textiles,Delhi,37606879,23.248110725587225
EXP_5560,Machinery,Delhi,54334461,29.03587342574025
EXP_6349,Auto Parts,Haryana,79130973,47.27553803070022
EXP_2109,IT Software,Haryana,61337634,33.5179042570515
EXP_8920,Auto Parts,Haryana,41985273,63.62284865412905
EXP_1215,Medical Devices,Tamil Nadu,4692771,24.951957081164263
EXP_3435,Medical Devices,Rajasthan,59082725,46.773964248491076
EXP_1241,Chemicals,Punjab,41090951,54.49766672815224
EXP_4159,Pharmaceuticals,Haryana,7115941,43.27255537802379
EXP_2501,Machinery,Karnataka,48220834,43.53748207662714
EXP_2526,Chemicals,Telangana,65448762,33.413896399939844
EXP_8169,Engineering,Gujarat,15346986,45.2486943880085
EXP_2071,Electronics,Telangana,27557775,54.15412173132892
EXP_5570,Machinery,Delhi,7604773,48.96986488143228
EXP_4859,Engineering,Delhi,47646240,44.517816275584856
EXP_1085,Textiles,Rajasthan,64650546,43.66651702284866
EXP_9488,Textiles,Maharashtra,77215534,24.297909431323763
EXP_7411,IT Software,Tamil Nadu,75422279,33.82362993790212
EXP_7486,Chemicals,Rajasthan,24729535,40.20079806445722
EXP_8233,Auto Parts,Rajasthan,61498708,26.512317784495167
EXP_6523,Machinery,Maharashtra,30254105,47.961834956338905
EXP_8088,Auto Parts,Karnataka,51355250,48.48007308152616
EXP_8925,Pharmaceuticals,Punjab,24379370,44.76698961404846
EXP_6605,Solar,Haryana,78221201,40.38990415256768
EXP_5388,Textiles,Punjab,44152501,46.28522076179437
EXP_2863,Machinery,Gujarat,73221492,38.531660365816975
EXP_6188,Medical Devices,Telangana,23764031,24.060739797589477
EXP_5813,Pharmaceuticals,Punjab,66186036,44.240132726614455
EXP_6969,Auto Parts,Telangana,36084779,52.53286469008233
EXP_7027,Electronics,Karnataka,11202381,31.74404442296185
EXP_5878,Chemicals,Tamil Nadu,39117910,29.635420655307026
EXP_8443,Engineering,Gujarat,37887943,53.59633037687538
EXP_8925,IT Software,Punjab,45031919,60.341022230062805
EXP_1870,Auto Parts,Rajasthan,71486881,43.83969635253074
EXP_3719,Medical Devices,Delhi,51137576,36.567386542500245
EXP_3298,Auto Parts,Haryana,30323197,33.22704235245057
EXP_9889,Machinery,Gujarat,61374792,39.69716608206982
EXP_8373,IT Software,Gujarat,38549029,46.658044340250065
EXP_6853,Textiles,Delhi,68009149,37.5296646163528
EXP_9317,Textiles,Punjab,31081447,45.01557769876436
EXP_3218,Electronics,Rajasthan,50533718,43.65993742709346
EXP_7025,Medical Devices,Delhi,41742955,32.40065221524626
EXP_4129,Textiles,Karnataka,43626801,45.80726474506871
EXP_3494,Textiles,Karnataka,52839622,41.956437897044275
EXP_1391,Medical Devices,Punjab,26510088,57.22528210675293
EXP_3167,Machinery,Tamil Nadu,32670757,25.911953131769145
EXP_1794,Engineering,Gujarat,73971958,43.38817898483933
EXP_7003,Engineering,Tamil Nadu,42809771,39.80995475688306
EXP_6589,Auto Parts,Maharashtra,13472922,56.36106962424389
EXP_9807,Engineering,Punjab,14769207,70.2038336609831
EXP_8295,Solar,Delhi,1128386,29.40691381126928
EXP_1043,Electronics,Gujarat,5746028,67.62160515809948
EXP_1611,Electronics,Punjab,7350685,42.63631878318021
EXP_8023,Pharmaceuticals,Punjab,47887932,12.205140349268673
EXP_7795,Electronics,Maharashtra,2755033,40.109966040802334
EXP_3732,Chemicals,Tamil Nadu,21212758,35.82361511019062
EXP_7991,IT Software,Maharashtra,41836909,41.996756097937144
EXP_7667,Machinery,Karnataka,31463145,39.89451718490737
EXP_2937,Engineering,Rajasthan,58322358,54.84010247220111
EXP_2793,Auto Parts,Delhi,52623787,49.110774421991685
EXP_1184,Medical Devices,Karnataka,25177758,18.473340912799973
EXP_5316,Engineering,Tamil Nadu,31554435,40.61967584301144
EXP_4229,Chemicals,Telangana,44017847,32.61791462613327
EXP_4358,Solar,Karnataka,75625875,44.28385862088206
EXP_3846,Pharmaceuticals,Gujarat,11703310,34.96721145195494
EXP_8501,IT Software,Gujarat,67128920,49.28729757403063
EXP_3474,Solar,Maharashtra,75698573,38.801139356470024
EXP_8591,Pharmaceuticals,Haryana,31445047,31.57401807452107
EXP_4117,Engineering,Delhi,16865408,26.183093260765343
EXP_4812,Textiles,Karnataka,39659128,29.1475972377457
EXP_8490,Chemicals,Telangana,48928728,33.32035702829226
